alpha,year,long_count,short_count,pnl,sharpe,fitness,returns,draw_down,turn_over,margin
open * volume,2013,881,2038,-875K,-1.51,-1.18,-8.75%,4.66%,14.30%,-12.14bpm
open * volume,2014,896,2017,796K,1.05,0.78,7.96%,2.36%,14.35%,11.01bpm
open * volume,2015,887,2008,594K,0.75,0.49,5.94%,2.92%,14.20%,8.30bpm
open * volume,2016,885,2017,-876K,-1.04,-0.84,-8.76%,8.53%,13.69%,-12.70bpm
open * volume,2017,887,2025,119K,1.97,2.00,14.27%,0.41%,13.90%,20.37bpm
open * volume,2012-2017,884,2023,-8.67K,0.00,0.00,-0.02%,8.58%,14.15%,-0.02bpm
volume/open,2012,795,2114,1.04M,0.93,0.77,12.34%,4.83%,17.67%,13.85bpm
volume/open,2013,808,2111,45.2K,0.05,0.01,0.45%,4.19%,17.71%,0.51bpm
volume/open,2014,808,2104,-1.72M,-1.15,-1.12,-17.19%,15.02%,18.27%,-18.67bpm
volume/open,2015,809,2086,-350K,-0.22,-0.10,-3.50%,7.73%,17.89%,-3.88bpm
volume/open,2016,797,2105,943K,0.45,0.34,9.43%,10.05%,16.51%,11.34bpm
volume/open,2017,784,2127,162K,3.12,3.51,19.43%,0.73%,15.33%,25.16bpm
volume/open,2012-2017,803,2104,119K,0.02,0.00,0.24%,18.51%,17.57%,0.27bpm
open/volume,2012,786,2122,-842K,-1.51,-1.10,-10.01%,5.88%,18.84%,-10.54bpm
open/volume,2013,807,2111,-855K,-1.78,-1.24,-8.55%,5.29%,17.70%,-9.59bpm
open/volume,2014,840,2072,274K,0.52,0.23,2.74%,1.86%,13.68%,3.98bpm
open/volume,2015,835,2059,12.0K,0.02,0.00,0.12%,2.31%,15.62%,0.15bpm
open/volume,2016,824,2078,336K,0.40,0.20,3.36%,5.64%,13.82%,4.83bpm
open/volume,2017,805,2106,-403K,-7.46,-13.80,-48.41%,2.04%,14.15%,-67.87bpm
open/volume,2012-2017,819,2088,-1.48M,-0.46,-0.20,-3.00%,11.12%,15.81%,-3.77bpm
open + returns,2012,1118,1791,48.5K,0.10,0.05,0.58%,2.78%,2.48%,4.61bpm
open + returns,2013,1126,1793,-880K,-1.87,-4.38,-8.80%,4.22%,1.61%,-108.80bpm
open + returns,2014,1131,1781,633K,1.03,1.92,6.33%,1.66%,1.82%,68.84bpm
open + returns,2015,1104,1791,811K,1.11,2.27,8.11%,2.24%,1.95%,82.77bpm
open + returns,2016,1090,1813,-1.10M,-1.31,-3.45,-11.01%,9.50%,1.59%,-137.74bpm
open + returns,2017,1074,1837,67.8K,1.40,3.36,8.14%,0.39%,1.41%,114.85bpm
open + returns,2012-2017,1113,1795,-420K,-0.13,-0.09,-0.85%,9.60%,1.86%,-9.10bpm
open - returns,2012,1118,1791,48.9K,0.10,0.05,0.58%,2.78%,2.49%,4.63bpm
open - returns,2013,1126,1793,-880K,-1.87,-4.37,-8.80%,4.22%,1.61%,-108.18bpm
open - returns,2014,1131,1781,634K,1.03,1.92,6.34%,1.66%,1.83%,68.62bpm
open - returns,2015,1104,1791,812K,1.11,2.27,8.12%,2.24%,1.95%,82.49bpm
open - returns,2016,1090,1813,-1.10M,-1.31,-3.44,-11.00%,9.50%,1.59%,-136.99bpm
open - returns,2017,1074,1837,67.8K,1.39,3.35,8.13%,0.39%,1.41%,114.20bpm
open - returns,2012-2017,1113,1795,-418K,-0.13,-0.09,-0.85%,9.60%,1.87%,-9.01bpm
open * returns,2012,1429,1480,-817K,-2.39,-0.82,-9.71%,4.65%,82.89%,-2.33bpm
open * returns,2013,1381,1538,-905K,-2.36,-0.79,-9.05%,4.61%,81.85%,-2.19bpm
open * returns,2014,1406,1506,-1.00M,-1.29,-0.45,-10.00%,7.69%,81.75%,-2.43bpm
open * returns,2015,1416,1478,-1.35M,-2.37,-0.95,-13.49%,7.19%,83.82%,-3.19bpm
open * returns,2016,1417,1486,-947K,-2.02,-0.68,-9.47%,5.66%,82.65%,-2.27bpm
open * returns,2017,1400,1512,111K,5.31,2.10,13.35%,0.21%,85.55%,3.10bpm
open * returns,2012-2017,1409,1499,-4.91M,-1.84,-0.64,-9.96%,26.54%,82.63%,-2.39bpm
returns/open,2012,1457,1451,1.85M,1.75,0.90,22.01%,4.74%,82.87%,5.27bpm
returns/open,2013,1386,1533,1.27M,1.20,0.47,12.68%,2.86%,82.75%,3.04bpm
returns/open,2014,1445,1467,-2.31M,-1.52,-0.80,-23.13%,18.42%,83.52%,-5.49bpm
returns/open,2015,1460,1435,-1.11M,-0.80,-0.29,-11.07%,8.01%,83.09%,-2.64bpm
returns/open,2016,1415,1487,2.90M,1.54,0.92,29.05%,7.82%,82.36%,7.00bpm
returns/open,2017,1448,1463,250K,2.93,1.76,29.97%,1.05%,83.32%,7.14bpm
returns/open,2012-2017,1432,1475,2.85M,0.40,0.11,5.80%,22.55%,82.92%,1.39bpm
open/returns,2012,1432,1424,534K,0.97,0.27,6.34%,3.05%,79.07%,1.59bpm
open/returns,2013,1413,1454,997K,2.12,0.76,9.97%,1.18%,78.57%,2.52bpm
open/returns,2014,1407,1459,-42.6K,-0.08,-0.01,-0.43%,2.08%,78.91%,-0.11bpm
open/returns,2015,1428,1427,94.8K,0.21,0.02,0.95%,1.88%,77.95%,0.24bpm
open/returns,2016,1419,1435,241K,0.56,0.10,2.41%,1.96%,78.31%,0.61bpm
open/returns,2017,1410,1428,84.9K,3.55,1.28,10.18%,0.34%,77.94%,2.59bpm
open/returns,2012-2017,1419,1440,1.91M,0.77,0.17,3.88%,3.23%,78.54%,0.98bpm
open + adv20,2012,896,2013,259K,0.50,0.48,3.08%,2.70%,3.35%,18.25bpm
open + adv20,2013,915,2003,-19.2K,-0.04,-0.01,-0.19%,2.24%,2.87%,-1.33bpm
open + adv20,2014,929,1984,73.0K,0.12,0.06,0.73%,2.96%,3.29%,4.40bpm
open + adv20,2015,919,1975,23.7K,0.04,0.01,0.24%,2.11%,3.30%,1.42bpm
open + adv20,2016,915,1988,452K,0.72,0.89,4.52%,1.74%,3.02%,29.68bpm
open + adv20,2017,931,1980,195K,5.20,15.07,23.34%,0.36%,2.78%,166.55bpm
open + adv20,2012-2017,916,1992,982K,0.35,0.27,1.99%,4.54%,3.15%,12.55bpm
open - adv20,2012,2013,896,-259K,-0.50,-0.48,-3.08%,3.46%,3.35%,-18.25bpm
open - adv20,2013,2003,916,19.2K,0.04,0.01,0.19%,1.90%,2.87%,1.33bpm
open - adv20,2014,1984,929,-72.9K,-0.12,-0.06,-0.73%,4.40%,3.29%,-4.39bpm
open - adv20,2015,1975,919,-23.7K,-0.04,-0.01,-0.24%,2.56%,3.30%,-1.42bpm
open - adv20,2016,1988,915,-452K,-0.72,-0.89,-4.52%,3.84%,3.02%,-29.68bpm
open - adv20,2017,1980,931,-195K,-5.20,-15.07,-23.34%,0.75%,2.78%,-166.55bpm
open - adv20,2012-2017,1992,916,-982K,-0.35,-0.27,-1.99%,6.21%,3.15%,-12.55bpm
open * adv20,2012,878,2031,262K,0.47,0.45,3.11%,2.90%,3.48%,17.75bpm
open * adv20,2013,889,2029,-1.00M,-1.80,-3.51,-10.01%,5.29%,2.63%,-75.50bpm
open * adv20,2014,902,2010,725K,0.98,1.56,7.25%,2.36%,2.86%,50.36bpm
open * adv20,2015,896,1998,790K,0.99,1.64,7.90%,2.20%,2.90%,54.06bpm
open * adv20,2016,896,2007,-725K,-0.88,-1.44,-7.25%,7.84%,2.68%,-53.64bpm
open * adv20,2017,894,2017,189K,3.12,9.46,22.70%,0.41%,2.47%,182.58bpm
open * adv20,2012-2017,893,2015,240K,0.07,0.03,0.49%,9.17%,2.88%,3.35bpm
adv20/open,2012,797,2112,875K,0.94,1.43,10.40%,5.95%,4.47%,46.21bpm
adv20/open,2013,814,2105,842K,1.05,1.59,8.42%,2.84%,3.67%,45.50bpm
adv20/open,2014,811,2101,-1.33M,-1.15,-1.94,-13.26%,11.70%,4.66%,-56.48bpm
adv20/open,2015,813,2082,170K,0.12,0.07,1.70%,6.33%,5.40%,6.23bpm
adv20/open,2016,804,2098,1.10M,0.56,0.90,11.01%,8.61%,4.30%,50.77bpm
adv20/open,2017,796,2115,189K,3.82,10.15,22.71%,0.63%,3.21%,140.38bpm
adv20/open,2012-2017,808,2099,1.85M,0.28,0.26,3.76%,13.94%,4.48%,16.65bpm
open/adv20,2012,803,2105,-409K,-0.74,-0.78,-4.87%,4.60%,4.38%,-22.04bpm
open/adv20,2013,826,2093,-592K,-1.21,-1.60,-5.92%,4.38%,3.41%,-34.49bpm
open/adv20,2014,851,2062,257K,0.48,0.41,2.57%,1.94%,3.46%,14.70bpm
open/adv20,2015,844,2051,13.2K,0.02,0.00,0.13%,2.57%,4.00%,0.65bpm
open/adv20,2016,835,2067,357K,0.44,0.51,3.57%,5.10%,2.66%,26.68bpm
open/adv20,2017,814,2098,-315K,-6.29,-22.16,-37.78%,1.57%,3.04%,-246.30bpm
open/adv20,2012-2017,832,2075,-690K,-0.22,-0.14,-1.40%,8.45%,3.55%,-7.83bpm
open + sharesout,2012,926,1982,187K,0.38,0.50,2.22%,2.17%,1.29%,34.30bpm
open + sharesout,2013,922,1997,-713K,-1.31,-4.04,-7.13%,4.83%,0.75%,-189.09bpm
open + sharesout,2014,933,1980,-245K,-0.32,-0.54,-2.45%,3.25%,0.84%,-57.80bpm
open + sharesout,2015,930,1964,351K,0.55,1.00,3.51%,2.12%,1.05%,66.58bpm
open + sharesout,2016,939,1963,-733K,-1.03,-3.22,-7.33%,6.36%,0.76%,-192.48bpm
open + sharesout,2017,960,1951,178K,2.56,16.41,21.38%,0.49%,0.52%,812.87bpm
open + sharesout,2012-2017,931,1977,-975K,-0.30,-0.44,-1.98%,8.52%,0.92%,-42.82bpm
open - sharesout,2012,1966,942,-181K,-0.40,-0.52,-2.15%,2.16%,1.26%,-33.90bpm
open - sharesout,2013,1965,954,561K,1.13,3.17,5.61%,1.88%,0.71%,156.43bpm
open - sharesout,2014,1937,976,379K,0.55,1.20,3.79%,4.02%,0.79%,94.70bpm
open - sharesout,2015,1910,985,-182K,-0.32,-0.44,-1.82%,2.67%,0.99%,-36.62bpm
open - sharesout,2016,1919,983,520K,0.82,2.25,5.20%,1.86%,0.70%,147.37bpm
open - sharesout,2017,1898,1013,-164K,-2.67,-17.15,-19.71%,1.17%,0.48%,-818.22bpm
open - sharesout,2012-2017,1938,970,933K,0.32,0.47,1.89%,4.02%,0.87%,43.14bpm
open * sharesout,2012,858,2050,312K,0.56,0.80,3.71%,3.26%,1.83%,40.27bpm
open * sharesout,2013,852,2067,-1.37M,-2.23,-8.21,-13.72%,6.79%,1.01%,-268.43bpm
open * sharesout,2014,857,2055,323K,0.36,0.61,3.23%,3.08%,1.12%,57.20bpm
open * sharesout,2015,842,2053,751K,0.89,2.15,7.51%,2.95%,1.29%,115.20bpm
open * sharesout,2016,844,2058,-915K,-0.91,-2.63,-9.15%,10.58%,1.09%,-165.93bpm
open * sharesout,2017,854,2057,62.9K,0.87,2.55,7.55%,0.63%,0.88%,170.01bpm
open * sharesout,2012-2017,850,2057,-838K,-0.21,-0.24,-1.70%,12.50%,1.25%,-27.10bpm
sharesout/open,2012,837,2072,806K,1.20,2.51,9.58%,2.84%,2.18%,87.36bpm
sharesout/open,2013,841,2078,422K,0.68,1.13,4.22%,1.97%,1.51%,55.37bpm
sharesout/open,2014,833,2079,-1.41M,-2.30,-6.57,-14.07%,8.11%,1.73%,-161.42bpm
sharesout/open,2015,823,2072,-96.5K,-0.10,-0.07,-0.96%,5.91%,2.22%,-8.64bpm
sharesout/open,2016,835,2067,26.8K,0.03,0.01,0.27%,3.26%,1.74%,3.05bpm
sharesout/open,2017,850,2061,312K,4.21,26.43,37.43%,0.45%,0.95%,780.88bpm
sharesout/open,2012-2017,834,2073,63.9K,0.02,0.00,0.13%,11.77%,1.85%,1.39bpm
open/sharesout,2012,921,1987,-460K,-0.89,-1.26,-5.47%,4.59%,2.74%,-39.63bpm
open/sharesout,2013,939,1980,-223K,-0.54,-0.65,-2.23%,2.12%,1.55%,-28.67bpm
open/sharesout,2014,923,1990,88.2K,0.20,0.14,0.88%,2.22%,1.89%,9.24bpm
open/sharesout,2015,900,1994,10.9K,0.02,0.00,0.11%,2.43%,2.05%,1.05bpm
open/sharesout,2016,893,2009,284K,0.39,0.58,2.84%,5.18%,1.31%,43.02bpm
open/sharesout,2017,877,2034,-287K,-5.56,-25.78,-34.41%,1.50%,1.60%,-425.80bpm
open/sharesout,2012-2017,914,1993,-588K,-0.21,-0.17,-1.19%,6.90%,1.88%,-12.62bpm
open + cap,2012,859,2049,309K,0.56,0.79,3.67%,3.26%,1.83%,39.84bpm
open + cap,2013,853,2066,-1.38M,-2.24,-8.24,-13.76%,6.81%,1.01%,-269.16bpm
open + cap,2014,858,2054,322K,0.36,0.61,3.22%,3.08%,1.11%,57.30bpm
open + cap,2015,842,2053,748K,0.89,2.14,7.48%,2.96%,1.29%,115.28bpm
open + cap,2016,844,2058,-920K,-0.91,-2.65,-9.20%,10.60%,1.09%,-167.38bpm
open + cap,2017,855,2056,63.0K,0.87,2.55,7.56%,0.63%,0.88%,169.86bpm
open + cap,2012-2017,851,2056,-854K,-0.21,-0.25,-1.73%,12.52%,1.24%,-27.69bpm
open - cap,2012,2052,857,-310K,-0.56,-0.79,-3.68%,4.81%,1.83%,-39.96bpm
open - cap,2013,2067,852,1.38M,2.24,8.24,13.75%,2.12%,1.01%,269.63bpm
open - cap,2014,2056,857,-319K,-0.35,-0.60,-3.19%,6.06%,1.11%,-57.00bpm
open - cap,2015,2053,841,-746K,-0.88,-2.13,-7.46%,6.37%,1.28%,-115.21bpm
open - cap,2016,2059,843,917K,0.91,2.64,9.17%,4.66%,1.09%,167.17bpm
open - cap,2017,2058,853,-62.8K,-0.87,-2.54,-7.53%,1.36%,0.88%,-169.60bpm
open - cap,2012-2017,2058,850,854K,0.21,0.25,1.73%,12.71%,1.24%,27.76bpm
open * cap,2012,740,2168,673K,0.92,1.59,8.00%,3.96%,2.70%,58.85bpm
open * cap,2013,750,2169,-1.60M,-2.09,-7.24,-15.98%,9.33%,1.34%,-237.19bpm
open * cap,2014,755,2158,286K,0.32,0.43,2.86%,2.75%,1.59%,35.65bpm
open * cap,2015,739,2156,1.31M,1.36,3.69,13.10%,2.59%,1.79%,144.86bpm
open * cap,2016,735,2167,-900K,-0.78,-2.08,-9.00%,10.53%,1.28%,-139.92bpm
open * cap,2017,745,2166,46.2K,0.58,1.37,5.55%,0.71%,1.01%,108.56bpm
open * cap,2012-2017,744,2163,-183K,-0.04,-0.02,-0.37%,14.57%,1.70%,-4.35bpm
cap/open,2012,887,2021,181K,0.38,0.45,2.16%,2.09%,1.57%,27.23bpm
cap/open,2013,893,2026,-655K,-1.24,-3.15,-6.55%,4.63%,1.00%,-129.37bpm
cap/open,2014,911,2002,-323K,-0.43,-0.75,-3.23%,3.44%,1.07%,-59.95bpm
cap/open,2015,919,1976,268K,0.43,0.62,2.68%,2.01%,1.30%,40.75bpm
cap/open,2016,911,1991,-644K,-0.94,-2.33,-6.44%,5.69%,1.06%,-120.37bpm
cap/open,2017,918,1993,176K,2.62,13.70,21.13%,0.46%,0.77%,543.02bpm
cap/open,2012-2017,905,2002,-997K,-0.32,-0.41,-2.02%,8.46%,1.18%,-33.94bpm
open/cap,2012,1115,1793,224K,0.46,0.45,2.66%,2.54%,2.72%,19.40bpm
open/cap,2013,1116,1803,696K,1.51,2.95,6.96%,1.33%,1.83%,75.32bpm
open/cap,2014,1124,1789,-240K,-0.42,-0.44,-2.40%,3.89%,2.19%,-21.81bpm
open/cap,2015,1108,1787,-382K,-0.73,-0.93,-3.82%,2.68%,2.31%,-32.78bpm
open/cap,2016,1104,1799,706K,1.18,2.18,7.06%,2.66%,2.06%,68.04bpm
open/cap,2017,1098,1813,-396K,-10.40,-54.57,-47.56%,1.88%,1.73%,-546.38bpm
open/cap,2012-2017,1113,1794,606K,0.22,0.17,1.23%,5.63%,2.20%,11.12bpm
open + split,2012,1118,1791,48.6K,0.10,0.05,0.58%,2.78%,2.49%,4.61bpm
open + split,2013,1126,1793,-880K,-1.87,-4.38,-8.80%,4.22%,1.61%,-108.53bpm
open + split,2014,1131,1781,634K,1.03,1.92,6.34%,1.66%,1.83%,68.80bpm
open + split,2015,1104,1791,810K,1.11,2.27,8.10%,2.24%,1.95%,82.51bpm
open + split,2016,1090,1813,-1.10M,-1.31,-3.44,-11.00%,9.49%,1.59%,-137.34bpm
open + split,2017,1074,1837,67.8K,1.40,3.35,8.14%,0.39%,1.41%,114.55bpm
open + split,2012-2017,1113,1795,-419K,-0.13,-0.09,-0.85%,9.59%,1.86%,-9.06bpm
open - split,2012,1118,1791,48.7K,0.10,0.05,0.58%,2.78%,2.49%,4.62bpm
open - split,2013,1126,1793,-880K,-1.87,-4.38,-8.80%,4.22%,1.61%,-108.49bpm
open - split,2014,1131,1781,634K,1.03,1.92,6.34%,1.66%,1.83%,68.80bpm
open - split,2015,1104,1791,810K,1.11,2.27,8.10%,2.24%,1.95%,82.50bpm
open - split,2016,1090,1813,-1.10M,-1.31,-3.44,-11.00%,9.49%,1.59%,-137.33bpm
open - split,2017,1074,1837,67.8K,1.40,3.35,8.14%,0.39%,1.41%,114.53bpm
open - split,2012-2017,1113,1795,-419K,-0.13,-0.09,-0.85%,9.59%,1.87%,-9.06bpm
open * split,2012,1118,1791,48.8K,0.10,0.05,0.58%,2.78%,2.49%,4.62bpm
open * split,2013,1126,1793,-881K,-1.87,-4.38,-8.81%,4.22%,1.61%,-108.30bpm
open * split,2014,1131,1781,629K,1.03,1.90,6.29%,1.66%,1.83%,68.11bpm
open * split,2015,1104,1791,808K,1.11,2.26,8.08%,2.24%,1.95%,82.10bpm
open * split,2016,1090,1813,-1.10M,-1.31,-3.44,-11.00%,9.49%,1.59%,-137.17bpm
open * split,2017,1074,1837,67.8K,1.40,3.35,8.14%,0.39%,1.41%,114.29bpm
open * split,2012-2017,1113,1795,-426K,-0.13,-0.09,-0.87%,9.60%,1.87%,-9.20bpm
split/open,2012,1072,1836,-222K,-0.35,-0.29,-2.64%,5.53%,3.78%,-13.89bpm
split/open,2013,1044,1875,509K,0.80,1.06,5.09%,3.41%,2.89%,34.93bpm
split/open,2014,1029,1884,-1.44M,-1.77,-3.82,-14.39%,10.79%,3.11%,-91.94bpm
split/open,2015,1022,1873,-1.07M,-0.98,-1.61,-10.68%,8.41%,3.96%,-53.47bpm
split/open,2016,1027,1875,1.30M,1.06,2.09,13.01%,4.90%,3.30%,78.16bpm
split/open,2017,1041,1870,41.0K,0.61,0.85,4.92%,1.07%,2.52%,38.78bpm
split/open,2012-2017,1038,1870,-878K,-0.19,-0.14,-1.78%,18.70%,3.38%,-10.47bpm
open/split,2012,1118,1791,50.7K,0.10,0.05,0.60%,2.78%,2.50%,4.78bpm
open/split,2013,1126,1793,-878K,-1.87,-4.35,-8.78%,4.21%,1.62%,-107.81bpm
open/split,2014,1131,1781,634K,1.03,1.92,6.34%,1.66%,1.84%,68.49bpm
open/split,2015,1104,1791,808K,1.11,2.25,8.08%,2.24%,1.96%,81.88bpm
open/split,2016,1090,1813,-1.10M,-1.31,-3.44,-11.00%,9.49%,1.59%,-136.95bpm
open/split,2017,1074,1838,67.7K,1.39,3.33,8.12%,0.39%,1.42%,113.33bpm
open/split,2012-2017,1113,1795,-418K,-0.13,-0.09,-0.85%,9.59%,1.87%,-8.99bpm
open + dividend,2012,1118,1791,48.5K,0.10,0.05,0.58%,2.78%,2.49%,4.59bpm
open + dividend,2013,1126,1793,-880K,-1.87,-4.38,-8.80%,4.22%,1.61%,-108.48bpm
open + dividend,2014,1131,1781,634K,1.03,1.92,6.34%,1.66%,1.83%,68.77bpm
open + dividend,2015,1104,1791,810K,1.11,2.26,8.10%,2.24%,1.95%,82.47bpm
open + dividend,2016,1090,1813,-1.10M,-1.31,-3.44,-11.00%,9.49%,1.59%,-137.28bpm
open + dividend,2017,1074,1837,67.8K,1.40,3.35,8.14%,0.39%,1.41%,114.54bpm
open + dividend,2012-2017,1113,1795,-420K,-0.13,-0.09,-0.85%,9.59%,1.87%,-9.06bpm
open - dividend,2012,1118,1791,48.8K,0.10,0.05,0.58%,2.78%,2.49%,4.62bpm
open - dividend,2013,1126,1793,-880K,-1.87,-4.37,-8.80%,4.22%,1.61%,-108.36bpm
open - dividend,2014,1131,1781,634K,1.03,1.92,6.34%,1.66%,1.83%,68.72bpm
open - dividend,2015,1104,1791,810K,1.11,2.27,8.10%,2.24%,1.95%,82.45bpm
open - dividend,2016,1090,1813,-1.10M,-1.31,-3.44,-11.00%,9.49%,1.59%,-137.18bpm
open - dividend,2017,1074,1838,67.8K,1.40,3.35,8.14%,0.39%,1.41%,114.44bpm
open - dividend,2012-2017,1113,1795,-419K,-0.13,-0.09,-0.85%,9.60%,1.87%,-9.04bpm
open * dividend,2012,91,1027,-399K,-0.67,-0.17,-4.74%,3.45%,73.94%,-1.27bpm
open * dividend,2013,86,967,-712K,-1.48,-0.46,-7.12%,4.83%,72.32%,-1.95bpm
open * dividend,2014,88,965,632K,0.91,0.27,6.32%,1.97%,73.49%,1.70bpm
open * dividend,2015,90,972,-265K,-0.42,-0.08,-2.65%,5.01%,73.12%,-0.72bpm
open * dividend,2016,90,992,-285K,-0.40,-0.08,-2.85%,4.46%,72.50%,-0.78bpm
open * dividend,2017,59,752,21.3K,0.38,0.07,2.56%,1.06%,68.67%,0.74bpm
open * dividend,2012-2017,88,979,-1.01M,-0.32,-0.05,-2.05%,8.52%,72.97%,-0.56bpm
dividend/open,2012,97,1021,-1.41M,-2.08,-0.99,-16.72%,7.03%,73.41%,-4.52bpm
dividend/open,2013,91,961,-1.19M,-1.92,-0.78,-11.91%,6.18%,72.20%,-3.27bpm
dividend/open,2014,94,959,132K,0.24,0.03,1.32%,1.88%,72.03%,0.36bpm
dividend/open,2015,96,966,-1.21M,-2.05,-0.84,-12.14%,7.05%,71.98%,-3.35bpm
dividend/open,2016,96,985,-216K,-0.37,-0.06,-2.16%,5.51%,71.85%,-0.60bpm
dividend/open,2017,63,748,30.0K,0.71,0.16,3.60%,0.47%,68.09%,1.05bpm
dividend/open,2012-2017,95,973,-3.87M,-1.25,-0.41,-7.85%,21.78%,72.18%,-2.16bpm
open/dividend,2012,3,4,1.14M,0.90,0.28,13.56%,6.54%,142.92%,1.88bpm
open/dividend,2013,3,3,-847K,-0.59,-0.15,-8.47%,9.94%,138.10%,-1.22bpm
open/dividend,2014,3,4,552K,0.41,0.08,5.52%,10.58%,141.27%,0.78bpm
open/dividend,2015,3,4,1.36M,0.74,0.23,13.65%,7.68%,136.51%,1.98bpm
open/dividend,2016,3,4,-1.39M,-0.83,-0.27,-13.92%,10.53%,134.13%,-2.06bpm
open/dividend,2017,1,1,-42.5K,-0.43,-0.09,-5.10%,1.54%,119.05%,-0.85bpm
open/dividend,2012-2017,3,4,776K,0.10,0.01,1.58%,16.58%,138.11%,0.23bpm
high + low,2012,1117,1791,46.2K,0.09,0.04,0.55%,2.78%,2.44%,4.47bpm
high + low,2013,1126,1793,-884K,-1.88,-4.48,-8.84%,4.24%,1.56%,-112.47bpm
high + low,2014,1131,1781,628K,1.02,1.92,6.28%,1.66%,1.77%,70.22bpm
high + low,2015,1104,1791,806K,1.10,2.28,8.06%,2.25%,1.89%,84.44bpm
high + low,2016,1090,1813,-1.10M,-1.31,-3.49,-11.00%,9.50%,1.54%,-141.64bpm
high + low,2017,1073,1838,68.2K,1.40,3.43,8.18%,0.39%,1.36%,118.94bpm
high + low,2012-2017,1113,1795,-435K,-0.13,-0.09,-0.88%,9.60%,1.81%,-9.67bpm
high - low,2012,1115,1794,-373K,-0.91,-0.38,-4.44%,3.39%,24.72%,-3.56bpm
high - low,2013,1122,1797,-411K,-1.04,-0.42,-4.11%,2.03%,24.89%,-3.28bpm
high - low,2014,1114,1798,43.0K,0.08,0.01,0.43%,2.85%,23.63%,0.36bpm
high - low,2015,1096,1799,186K,0.29,0.08,1.86%,2.95%,23.33%,1.58bpm
high - low,2016,1094,1808,-968K,-1.63,-1.05,-9.68%,7.58%,23.31%,-8.23bpm
high - low,2017,1078,1833,34.9K,0.99,0.42,4.19%,0.24%,23.51%,3.54bpm
high - low,2012-2017,1107,1800,-1.49M,-0.56,-0.20,-3.02%,9.60%,23.94%,-2.50bpm
high * low,2012,865,2044,-424K,-0.68,-0.92,-5.04%,5.28%,2.76%,-36.26bpm
high * low,2013,883,2035,-1.04M,-1.71,-4.19,-10.37%,5.81%,1.73%,-119.20bpm
high * low,2014,872,2041,401K,0.65,0.92,4.01%,2.08%,2.00%,39.76bpm
high * low,2015,842,2053,1.01M,1.38,3.03,10.13%,2.33%,2.09%,96.03bpm
high * low,2016,831,2071,-1.02M,-1.24,-3.29,-10.23%,9.02%,1.45%,-139.54bpm
high * low,2017,824,2087,63.8K,1.26,2.68,7.66%,0.51%,1.71%,89.04bpm
high * low,2012-2017,858,2049,-1.00M,-0.29,-0.29,-2.04%,11.31%,1.98%,-20.48bpm
low/high,2012,1687,1222,878K,1.32,0.65,10.44%,3.23%,43.75%,4.73bpm
low/high,2013,1710,1209,-838K,-1.18,-0.52,-8.38%,5.65%,43.52%,-3.82bpm
low/high,2014,1702,1210,1.37M,1.16,0.68,13.74%,3.47%,40.19%,6.78bpm
low/high,2015,1701,1194,1.28M,1.23,0.68,12.80%,3.17%,41.76%,6.08bpm
low/high,2016,1689,1213,-1.07M,-0.80,-0.41,-10.74%,11.55%,41.10%,-5.18bpm
low/high,2017,1670,1241,48.6K,0.69,0.26,5.84%,0.65%,41.65%,2.78bpm
low/high,2012-2017,1698,1210,1.67M,0.32,0.09,3.39%,11.98%,42.00%,1.60bpm
high/low,2012,1206,1703,-1.05M,-1.48,-0.79,-12.49%,9.75%,44.19%,-5.61bpm
high/low,2013,1194,1725,739K,1.00,0.41,7.39%,2.31%,43.93%,3.34bpm
high/low,2014,1195,1718,-1.87M,-1.32,-0.90,-18.67%,13.51%,40.70%,-9.10bpm
high/low,2015,1177,1718,-1.30M,-1.20,-0.67,-13.04%,8.64%,42.41%,-6.10bpm
high/low,2016,1196,1706,977K,0.70,0.34,9.77%,5.71%,41.61%,4.66bpm
high/low,2017,1227,1684,-56.7K,-0.80,-0.32,-6.80%,1.24%,42.03%,-3.21bpm
high/low,2012-2017,1194,1714,-2.56M,-0.46,-0.16,-5.20%,24.18%,42.51%,-2.43bpm
high + volume,2012,889,2020,292K,0.53,0.24,3.47%,2.25%,16.52%,4.17bpm
high + volume,2013,906,2012,-222K,-0.43,-0.16,-2.22%,3.04%,16.57%,-2.66bpm
high + volume,2014,921,1992,-217K,-0.25,-0.09,-2.17%,4.77%,17.14%,-2.51bpm
high + volume,2015,913,1982,-326K,-0.53,-0.23,-3.26%,3.32%,16.56%,-3.90bpm
high + volume,2016,903,1999,285K,0.42,0.18,2.85%,2.76%,15.91%,3.55bpm
high + volume,2017,919,1992,151K,3.85,4.11,18.15%,0.45%,15.93%,22.60bpm
high + volume,2012-2017,907,2000,-36.7K,-0.01,0.00,-0.07%,6.81%,16.53%,-0.09bpm
high - volume,2012,2020,889,-292K,-0.53,-0.24,-3.47%,2.85%,16.52%,-4.17bpm
high - volume,2013,2012,906,222K,0.43,0.16,2.22%,1.67%,16.57%,2.66bpm
high - volume,2014,1992,921,217K,0.25,0.09,2.17%,4.22%,17.14%,2.51bpm
high - volume,2015,1982,913,326K,0.53,0.23,3.26%,1.42%,16.56%,3.90bpm
high - volume,2016,1999,903,-285K,-0.42,-0.18,-2.85%,3.36%,15.91%,-3.55bpm
high - volume,2017,1992,919,-151K,-3.85,-4.11,-18.15%,0.67%,15.93%,-22.60bpm
