alpha,year,long_count,short_count,pnl,sharpe,fitness,returns,draw_down,turn_over,margin
liabilities / liabilities_curr,2016,796.0,1239.0,408K,0.97,1.16,4.08%,1.24%,2.86%,28.28bpm
liabilities / liabilities_curr,2017,783.0,1244.0,-85.2K,-1.79,-3.15,-6.32%,0.59%,2.03%,-61.72bpm
liabilities / liabilities_curr,2012-2017,810.0,1279.0,-1.54M,-0.63,-0.59,-3.13%,13.72%,3.49%,-17.80bpm
operating_expense / liabilities,2012,1051.0,1617.0,-186K,-0.66,-0.56,-2.37%,3.34%,3.33%,-14.11bpm
operating_expense / liabilities,2013,1048.0,1632.0,223K,0.59,0.55,2.23%,1.11%,2.54%,17.44bpm
operating_expense / liabilities,2014,1028.0,1631.0,-345K,-0.68,-0.77,-3.45%,5.09%,2.65%,-25.80bpm
operating_expense / liabilities,2015,1025.0,1624.0,249K,0.47,0.45,2.49%,2.66%,2.73%,18.09bpm
operating_expense / liabilities,2016,1029.0,1638.0,235K,0.48,0.48,2.35%,1.96%,2.36%,19.72bpm
operating_expense / liabilities,2017,1011.0,1632.0,-60.7K,-1.22,-2.06,-4.50%,0.62%,1.58%,-56.35bpm
operating_expense / liabilities,2012-2017,1035.0,1629.0,115K,0.05,0.02,0.23%,6.19%,2.66%,1.75bpm
liabilities / operating_expense,2012,1093.0,1573.0,-919K,-1.57,-3.04,-11.69%,8.23%,3.13%,-74.09bpm
liabilities / operating_expense,2013,1085.0,1593.0,-2.02M,-2.54,-7.85,-20.17%,10.53%,2.10%,-190.24bpm
liabilities / operating_expense,2014,1052.0,1606.0,189K,0.35,0.3,1.89%,2.48%,2.57%,14.60bpm
liabilities / operating_expense,2015,1075.0,1574.0,360K,0.68,0.81,3.60%,1.29%,2.50%,28.54bpm
liabilities / operating_expense,2016,1095.0,1572.0,310K,0.49,0.61,3.10%,3.90%,1.99%,30.88bpm
liabilities / operating_expense,2017,1074.0,1569.0,52.9K,0.83,1.28,3.92%,0.81%,1.68%,46.47bpm
liabilities / operating_expense,2012-2017,1079.0,1584.0,-2.02M,-0.63,-0.83,-4.11%,18.54%,2.41%,-33.86bpm
operating_income / liabilities,2012,1144.0,1517.0,543K,1.06,1.31,6.91%,2.67%,4.59%,29.86bpm
operating_income / liabilities,2013,1205.0,1469.0,356K,0.38,0.38,3.56%,4.25%,3.57%,19.81bpm
operating_income / liabilities,2014,1216.0,1440.0,1.69M,1.58,3.25,16.88%,5.43%,3.99%,83.95bpm
operating_income / liabilities,2015,1212.0,1429.0,903K,0.81,1.16,9.03%,4.00%,4.37%,40.99bpm
operating_income / liabilities,2016,1221.0,1437.0,597K,0.53,0.73,5.97%,9.08%,3.19%,37.10bpm
operating_income / liabilities,2017,1207.0,1424.0,-204K,-2.22,-6.53,-15.11%,1.43%,1.74%,-172.01bpm
operating_income / liabilities,2012-2017,1202.0,1455.0,3.88M,0.79,1.13,7.89%,9.08%,3.85%,40.63bpm
liabilities / operating_income,2012,1191.0,1468.0,1.57M,2.6,4.53,19.95%,2.26%,6.55%,60.46bpm
liabilities / operating_income,2013,1246.0,1426.0,-785K,-1.3,-1.51,-7.85%,7.17%,5.84%,-26.64bpm
liabilities / operating_income,2014,1213.0,1442.0,-783K,-0.89,-1.06,-7.83%,5.99%,5.57%,-27.87bpm
liabilities / operating_income,2015,1204.0,1437.0,104K,0.09,0.04,1.04%,7.04%,5.57%,3.70bpm
liabilities / operating_income,2016,1233.0,1424.0,-737K,-0.65,-0.69,-7.37%,8.75%,6.40%,-22.85bpm
liabilities / operating_income,2017,1191.0,1440.0,-199K,-2.03,-3.81,-14.72%,1.40%,4.18%,-69.88bpm
liabilities / operating_income,2012-2017,1218.0,1438.0,-832K,-0.18,-0.1,-1.69%,15.67%,5.91%,-5.67bpm
ppent / liabilities,2012,968.0,1538.0,566K,1.27,1.84,7.20%,2.05%,3.43%,41.72bpm
ppent / liabilities,2013,968.0,1532.0,278K,0.45,0.46,2.78%,2.88%,2.59%,21.28bpm
ppent / liabilities,2014,952.0,1525.0,380K,0.8,1.04,3.80%,2.15%,2.22%,33.94bpm
ppent / liabilities,2015,939.0,1524.0,811K,1.76,3.19,8.11%,1.35%,2.46%,65.35bpm
ppent / liabilities,2016,949.0,1525.0,-505K,-0.96,-1.44,-5.05%,4.82%,2.23%,-44.90bpm
ppent / liabilities,2017,958.0,1506.0,-43.7K,-0.71,-1.07,-3.24%,0.55%,1.44%,-44.78bpm
ppent / liabilities,2012-2017,955.0,1528.0,1.49M,0.57,0.62,3.02%,4.82%,2.52%,23.80bpm
liabilities / ppent,2012,869.0,1585.0,268K,0.42,0.32,3.41%,2.60%,5.87%,11.53bpm
liabilities / ppent,2013,844.0,1597.0,-1.43M,-1.84,-3.56,-14.29%,8.82%,3.82%,-74.13bpm
liabilities / ppent,2014,832.0,1584.0,-327K,-0.38,-0.32,-3.27%,5.94%,4.67%,-13.92bpm
liabilities / ppent,2015,830.0,1574.0,-72.1K,-0.09,-0.04,-0.72%,5.08%,4.31%,-3.32bpm
liabilities / ppent,2016,824.0,1589.0,64.3K,0.06,0.03,0.64%,3.29%,3.78%,3.37bpm
liabilities / ppent,2017,802.0,1593.0,-3.00K,-0.03,-0.01,-0.22%,0.65%,2.36%,-1.87bpm
liabilities / ppent,2012-2017,838.0,1586.0,-1.50M,-0.35,-0.3,-3.05%,12.83%,4.37%,-13.82bpm
pretax_income / liabilities,2012,1187.0,1500.0,896K,1.86,2.85,11.40%,1.97%,4.86%,46.53bpm
pretax_income / liabilities,2013,1238.0,1456.0,-49.2K,-0.06,-0.02,-0.49%,4.10%,4.08%,-2.39bpm
pretax_income / liabilities,2014,1244.0,1436.0,1.24M,1.23,2.18,12.35%,4.83%,3.91%,62.70bpm
pretax_income / liabilities,2015,1255.0,1412.0,305K,0.28,0.21,3.05%,3.79%,5.31%,11.38bpm
pretax_income / liabilities,2016,1264.0,1419.0,497K,0.38,0.45,4.97%,10.81%,3.57%,27.64bpm
pretax_income / liabilities,2017,1245.0,1411.0,-159K,-1.7,-4.4,-11.79%,1.23%,1.76%,-133.02bpm
pretax_income / liabilities,2012-2017,1240.0,1441.0,2.72M,0.56,0.63,5.54%,10.81%,4.25%,25.84bpm
liabilities / pretax_income,2012,1264.0,1423.0,-626K,-1.25,-1.47,-7.97%,5.34%,5.80%,-27.26bpm
liabilities / pretax_income,2013,1330.0,1365.0,496K,0.76,0.75,4.96%,5.10%,5.11%,19.24bpm
liabilities / pretax_income,2014,1244.0,1436.0,-572K,-1.16,-1.19,-5.72%,4.19%,5.40%,-21.01bpm
liabilities / pretax_income,2015,1261.0,1405.0,747K,1.25,1.46,7.47%,1.40%,5.41%,27.40bpm
liabilities / pretax_income,2016,1235.0,1449.0,-648K,-0.94,-1.05,-6.48%,4.62%,5.25%,-24.48bpm
liabilities / pretax_income,2017,1358.0,1299.0,-45.7K,-0.69,-0.73,-3.39%,0.64%,2.97%,-22.61bpm
liabilities / pretax_income,2012-2017,1269.0,1412.0,-648K,-0.21,-0.11,-1.32%,6.22%,5.31%,-4.92bpm
rd_expense / liabilities,2012,1020.0,878.0,-1.02M,-0.85,-0.86,-12.97%,7.80%,12.83%,-20.06bpm
rd_expense / liabilities,2013,1012.0,880.0,2.56M,2.16,3.36,25.56%,2.84%,10.57%,48.00bpm
rd_expense / liabilities,2014,996.0,866.0,1.45M,0.83,0.99,14.51%,6.20%,10.13%,28.44bpm
rd_expense / liabilities,2015,971.0,863.0,-3.83M,-1.75,-3.12,-38.34%,21.37%,12.15%,-62.61bpm
rd_expense / liabilities,2016,934.0,908.0,2.69M,1.21,2.0,26.94%,5.62%,9.84%,54.35bpm
rd_expense / liabilities,2017,957.0,897.0,-254K,-1.87,-5.02,-18.82%,2.55%,2.62%,-142.65bpm
rd_expense / liabilities,2012-2017,984.0,880.0,1.59M,0.18,0.1,3.24%,25.22%,10.79%,5.96bpm
liabilities / rd_expense,2012,698.0,694.0,-604K,-2.19,-1.9,-7.68%,3.29%,10.27%,-14.84bpm
liabilities / rd_expense,2013,679.0,703.0,-425K,-1.16,-0.8,-4.25%,2.84%,8.99%,-9.38bpm
liabilities / rd_expense,2014,668.0,666.0,-302K,-0.79,-0.47,-3.02%,3.05%,8.54%,-7.02bpm
liabilities / rd_expense,2015,645.0,658.0,19.9K,0.03,0.01,0.20%,2.06%,8.67%,0.46bpm
liabilities / rd_expense,2016,651.0,655.0,-525K,-1.35,-1.04,-5.25%,3.40%,8.89%,-11.71bpm
liabilities / rd_expense,2017,656.0,692.0,-196K,-5.13,-8.54,-14.53%,1.09%,5.25%,-54.94bpm
liabilities / rd_expense,2012-2017,666.0,675.0,-2.03M,-0.96,-0.66,-4.13%,10.43%,8.92%,-9.19bpm
receivable / liabilities,2012,1019.0,1583.0,18.9K,0.07,0.02,0.24%,1.49%,3.59%,1.33bpm
receivable / liabilities,2013,1006.0,1592.0,611K,1.88,2.75,6.11%,1.43%,2.86%,42.40bpm
receivable / liabilities,2014,988.0,1597.0,-94.2K,-0.3,-0.17,-0.94%,1.92%,2.77%,-6.76bpm
receivable / liabilities,2015,975.0,1599.0,214K,0.6,0.51,2.14%,1.17%,2.96%,14.35bpm
receivable / liabilities,2016,1011.0,1578.0,190K,0.47,0.41,1.90%,2.60%,2.53%,14.91bpm
receivable / liabilities,2017,1026.0,1545.0,-124K,-3.2,-7.08,-9.22%,0.54%,1.88%,-97.54bpm
receivable / liabilities,2012-2017,1000.0,1589.0,815K,0.47,0.36,1.66%,2.60%,2.88%,11.40bpm
liabilities / receivable,2012,934.0,1620.0,-1.39M,-1.68,-3.04,-17.71%,8.57%,5.42%,-64.82bpm
liabilities / receivable,2013,944.0,1604.0,-421K,-0.4,-0.38,-4.21%,5.62%,4.71%,-17.73bpm
liabilities / receivable,2014,919.0,1612.0,1.71M,1.55,2.49,17.09%,2.41%,6.62%,51.25bpm
liabilities / receivable,2015,898.0,1614.0,2.62M,2.04,4.4,26.20%,2.88%,5.62%,92.45bpm
liabilities / receivable,2016,903.0,1624.0,421K,0.33,0.28,4.21%,4.11%,5.86%,14.27bpm
liabilities / receivable,2017,893.0,1620.0,-918K,-4.62,-30.92,-68.04%,5.86%,1.52%,-888.14bpm
liabilities / receivable,2012-2017,918.0,1615.0,2.02M,0.35,0.3,4.11%,10.42%,5.54%,14.70bpm
retained_earnings / liabilities,2012,1268.0,1186.0,638K,0.92,1.01,8.11%,2.41%,6.85%,23.50bpm
retained_earnings / liabilities,2013,1289.0,1170.0,-1.74M,-1.4,-2.5,-17.38%,10.12%,5.45%,-63.24bpm
retained_earnings / liabilities,2014,1317.0,1137.0,1.59M,1.1,1.8,15.93%,6.50%,5.94%,53.19bpm
retained_earnings / liabilities,2015,1328.0,1133.0,1.32M,1.1,1.6,13.20%,4.91%,6.28%,41.72bpm
retained_earnings / liabilities,2016,1335.0,1148.0,2.41M,1.86,4.19,24.14%,4.35%,4.77%,100.43bpm
retained_earnings / liabilities,2017,1332.0,1164.0,-138K,-1.26,-2.76,-10.24%,1.73%,2.15%,-94.41bpm
retained_earnings / liabilities,2012-2017,1310.0,1154.0,4.09M,0.67,0.81,8.31%,12.51%,5.71%,28.86bpm
liabilities / retained_earnings,2012,1140.0,1314.0,-65.6K,-0.12,-0.04,-0.84%,2.74%,6.17%,-2.69bpm
liabilities / retained_earnings,2013,1161.0,1298.0,-213K,-0.28,-0.17,-2.13%,3.53%,6.14%,-6.90bpm
liabilities / retained_earnings,2014,1189.0,1263.0,-2.94M,-1.39,-2.97,-29.44%,22.07%,6.43%,-90.77bpm
liabilities / retained_earnings,2015,1178.0,1281.0,1.19M,1.55,2.17,11.86%,3.89%,6.09%,38.68bpm
liabilities / retained_earnings,2016,1246.0,1238.0,-1.07M,-1.06,-1.58,-10.71%,7.59%,4.81%,-44.13bpm
liabilities / retained_earnings,2017,1236.0,1261.0,-110K,-1.79,-4.0,-8.15%,0.71%,1.64%,-98.81bpm
liabilities / retained_earnings,2012-2017,1186.0,1277.0,-3.22M,-0.54,-0.58,-6.54%,22.07%,5.80%,-22.37bpm
return_assets / liabilities,2012,1055.0,1641.0,2.04M,1.72,3.43,25.96%,5.89%,6.55%,78.66bpm
return_assets / liabilities,2013,1164.0,1536.0,-1.44M,-0.71,-1.09,-14.41%,16.35%,6.02%,-47.53bpm
return_assets / liabilities,2014,1188.0,1497.0,3.82M,1.77,4.21,38.17%,7.96%,6.76%,112.01bpm
return_assets / liabilities,2015,1209.0,1464.0,572K,0.35,0.35,5.72%,7.91%,5.76%,19.71bpm
return_assets / liabilities,2016,1185.0,1506.0,1.32M,0.83,1.31,13.21%,10.14%,5.31%,49.37bpm
return_assets / liabilities,2017,1152.0,1514.0,-196K,-1.39,-3.45,-14.55%,2.93%,2.36%,-122.54bpm
return_assets / liabilities,2012-2017,1165.0,1523.0,6.11M,0.69,0.99,12.42%,21.03%,5.96%,41.38bpm
liabilities / return_assets,2012,986.0,1710.0,1.21M,0.97,1.67,15.46%,5.32%,5.21%,58.91bpm
liabilities / return_assets,2013,995.0,1705.0,759K,0.79,1.02,7.59%,3.64%,4.58%,32.88bpm
liabilities / return_assets,2014,988.0,1697.0,-604K,-0.77,-0.96,-6.04%,4.37%,3.94%,-30.38bpm
liabilities / return_assets,2015,982.0,1691.0,699K,0.68,0.89,6.99%,4.74%,4.03%,34.39bpm
liabilities / return_assets,2016,1037.0,1654.0,-619K,-0.63,-0.82,-6.19%,6.22%,3.68%,-33.36bpm
liabilities / return_assets,2017,937.0,1729.0,13.2K,0.14,0.09,0.98%,1.72%,2.22%,8.70bpm
liabilities / return_assets,2012-2017,996.0,1692.0,1.46M,0.28,0.23,2.97%,10.45%,4.19%,14.08bpm
return_equity / liabilities,2012,1162.0,1512.0,512K,0.39,0.36,6.51%,8.22%,7.69%,16.79bpm
return_equity / liabilities,2013,1213.0,1470.0,-2.06M,-1.13,-1.99,-20.55%,14.40%,6.68%,-61.04bpm
return_equity / liabilities,2014,1224.0,1445.0,1.04M,0.53,0.63,10.42%,9.43%,7.25%,28.50bpm
return_equity / liabilities,2015,1238.0,1420.0,1.49M,0.99,1.4,14.93%,4.27%,7.47%,39.68bpm
return_equity / liabilities,2016,1231.0,1444.0,2.13M,1.35,2.6,21.32%,7.06%,5.74%,73.70bpm
return_equity / liabilities,2017,1267.0,1385.0,137K,1.24,2.51,10.13%,1.82%,2.50%,80.49bpm
return_equity / liabilities,2012-2017,1217.0,1454.0,3.26M,0.39,0.38,6.62%,20.90%,6.81%,19.29bpm
liabilities / return_equity,2012,984.0,1691.0,1.09M,0.93,1.48,13.87%,5.60%,5.53%,49.76bpm
liabilities / return_equity,2013,1005.0,1678.0,-230K,-0.32,-0.23,-2.30%,3.33%,4.58%,-9.96bpm
liabilities / return_equity,2014,977.0,1691.0,121K,0.19,0.11,1.21%,2.04%,4.11%,5.85bpm
liabilities / return_equity,2015,997.0,1661.0,222K,0.29,0.2,2.22%,3.40%,4.87%,9.03bpm
liabilities / return_equity,2016,1037.0,1639.0,131K,0.2,0.11,1.31%,3.77%,4.24%,6.12bpm
liabilities / return_equity,2017,942.0,1710.0,241K,2.57,7.23,17.87%,1.04%,2.26%,156.81bpm
liabilities / return_equity,2012-2017,999.0,1672.0,1.57M,0.37,0.31,3.20%,6.46%,4.56%,13.92bpm
revenue / liabilities,2012,959.0,1527.0,-3.67K,-0.01,0.0,-0.05%,2.16%,3.28%,-0.28bpm
revenue / liabilities,2013,966.0,1532.0,552K,1.29,1.94,5.52%,1.37%,2.45%,44.81bpm
revenue / liabilities,2014,953.0,1558.0,503K,1.09,1.53,5.03%,2.70%,2.57%,38.89bpm
revenue / liabilities,2015,961.0,1518.0,821K,1.79,2.98,8.21%,1.24%,2.98%,54.65bpm
revenue / liabilities,2016,938.0,1525.0,560K,1.1,1.8,5.60%,2.71%,2.09%,53.12bpm
revenue / liabilities,2017,921.0,1512.0,-151K,-3.53,-9.21,-11.17%,0.60%,1.64%,-134.94bpm
revenue / liabilities,2012-2017,954.0,1532.0,2.28M,1.05,1.39,4.64%,3.55%,2.62%,35.15bpm
liabilities / revenue,2012,986.0,1476.0,566K,0.5,0.61,7.21%,6.29%,4.88%,29.31bpm
liabilities / revenue,2013,995.0,1470.0,-2.42M,-1.35,-2.89,-24.17%,16.38%,5.30%,-90.53bpm
liabilities / revenue,2014,991.0,1478.0,-371K,-0.26,-0.24,-3.71%,12.38%,4.49%,-16.39bpm
liabilities / revenue,2015,954.0,1473.0,-1.09M,-0.84,-1.22,-10.93%,7.65%,5.15%,-42.14bpm
liabilities / revenue,2016,946.0,1469.0,-692K,-0.41,-0.47,-6.92%,7.50%,5.10%,-26.93bpm
liabilities / revenue,2017,923.0,1465.0,-1.25M,-5.91,-36.26,-92.89%,8.12%,2.47%,-746.86bpm
liabilities / revenue,2012-2017,973.0,1473.0,-5.26M,-0.69,-1.02,-10.69%,30.01%,4.92%,-43.13bpm
sales / liabilities,2012,1043.0,1644.0,-5.44K,-0.02,0.0,-0.07%,2.17%,3.27%,-0.42bpm
sales / liabilities,2013,1048.0,1643.0,549K,1.28,1.92,5.49%,1.38%,2.45%,44.50bpm
sales / liabilities,2014,1024.0,1654.0,505K,1.1,1.54,5.05%,2.69%,2.57%,39.02bpm
sales / liabilities,2015,1029.0,1635.0,821K,1.8,2.98,8.21%,1.24%,2.98%,54.64bpm
sales / liabilities,2016,1018.0,1664.0,559K,1.1,1.8,5.59%,2.70%,2.09%,52.99bpm
sales / liabilities,2017,1004.0,1649.0,-150K,-3.51,-9.14,-11.09%,0.60%,1.64%,-134.10bpm
sales / liabilities,2012-2017,1031.0,1648.0,2.28M,1.05,1.39,4.63%,3.56%,2.62%,35.09bpm
liabilities / sales,2012,1087.0,1576.0,595K,0.57,0.72,7.58%,5.81%,4.76%,31.60bpm
liabilities / sales,2013,1090.0,1569.0,-2.06M,-1.24,-2.49,-20.61%,14.44%,5.10%,-80.21bpm
liabilities / sales,2014,1072.0,1564.0,-422K,-0.32,-0.32,-4.22%,11.84%,4.36%,-19.21bpm
liabilities / sales,2015,1046.0,1565.0,-848K,-0.71,-0.93,-8.48%,6.10%,4.99%,-33.72bpm
liabilities / sales,2016,1060.0,1575.0,-857K,-0.56,-0.74,-8.57%,7.34%,4.89%,-34.79bpm
liabilities / sales,2017,1034.0,1574.0,-1.18M,-5.99,-35.49,-87.09%,7.54%,2.48%,-697.72bpm
liabilities / sales,2012-2017,1069.0,1570.0,-4.77M,-0.68,-0.97,-9.69%,27.78%,4.76%,-40.41bpm
sales_growth / liabilities,2012,1326.0,1341.0,-3.34M,-1.22,-2.59,-42.50%,28.68%,9.37%,-90.01bpm
sales_growth / liabilities,2013,1332.0,1329.0,-1.44M,-0.44,-0.59,-14.42%,19.11%,7.75%,-36.92bpm
sales_growth / liabilities,2014,1248.0,1402.0,3.31M,1.6,3.05,33.10%,7.06%,9.18%,71.50bpm
sales_growth / liabilities,2015,1343.0,1297.0,1.10M,0.44,0.54,10.96%,8.71%,7.38%,29.46bpm
sales_growth / liabilities,2016,1311.0,1355.0,2.75M,1.37,2.26,27.45%,5.17%,10.16%,53.61bpm
sales_growth / liabilities,2017,1286.0,1350.0,1.20M,3.74,27.36,89.13%,1.60%,1.67%,1060.64bpm
sales_growth / liabilities,2012-2017,1311.0,1345.0,3.57M,0.27,0.25,7.26%,38.36%,8.55%,16.85bpm
liabilities / sales_growth,2012,1228.0,1396.0,272K,0.7,0.41,3.46%,2.43%,10.16%,6.75bpm
liabilities / sales_growth,2013,1230.0,1377.0,-883K,-0.65,-0.58,-8.83%,10.49%,11.03%,-15.89bpm
liabilities / sales_growth,2014,1225.0,1361.0,317K,0.58,0.34,3.17%,1.72%,9.20%,6.84bpm
liabilities / sales_growth,2015,1222.0,1344.0,5.50K,0.01,0.0,0.05%,1.92%,9.35%,0.12bpm
liabilities / sales_growth,2016,1237.0,1356.0,-135K,-0.12,-0.04,-1.35%,7.79%,11.05%,-2.42bpm
liabilities / sales_growth,2017,1209.0,1338.0,273K,4.08,7.53,20.21%,0.36%,5.94%,67.53bpm
liabilities / sales_growth,2012-2017,1228.0,1364.0,-151K,-0.04,-0.01,-0.31%,11.59%,10.04%,-0.61bpm
sales_ps / liabilities,2012,874.0,1813.0,386K,0.88,1.04,4.91%,2.73%,3.58%,27.22bpm
sales_ps / liabilities,2013,878.0,1814.0,478K,1.05,1.46,4.78%,1.76%,2.46%,38.55bpm
sales_ps / liabilities,2014,865.0,1814.0,-65.7K,-0.12,-0.06,-0.66%,2.77%,2.53%,-5.15bpm
sales_ps / liabilities,2015,851.0,1815.0,39.0K,0.07,0.03,0.39%,2.72%,2.55%,3.03bpm
sales_ps / liabilities,2016,858.0,1824.0,1.12M,1.6,3.64,11.20%,3.30%,2.15%,103.15bpm
sales_ps / liabilities,2017,848.0,1805.0,-466K,-6.53,-30.31,-34.50%,2.07%,1.60%,-428.22bpm
sales_ps / liabilities,2012-2017,864.0,1816.0,1.49M,0.53,0.57,3.03%,4.20%,2.59%,23.26bpm
liabilities / sales_ps,2012,789.0,1874.0,937K,1.24,2.41,11.92%,3.21%,3.17%,74.55bpm
liabilities / sales_ps,2013,796.0,1863.0,-137K,-0.12,-0.09,-1.37%,4.33%,2.67%,-10.18bpm
liabilities / sales_ps,2014,798.0,1839.0,-1.74M,-2.34,-6.4,-17.37%,10.22%,2.32%,-148.54bpm
liabilities / sales_ps,2015,781.0,1832.0,789K,0.92,1.72,7.89%,2.62%,2.27%,68.81bpm
liabilities / sales_ps,2016,786.0,1848.0,-1.74M,-1.38,-3.95,-17.45%,9.44%,2.13%,-162.84bpm
liabilities / sales_ps,2017,774.0,1834.0,-268K,-2.21,-7.13,-19.90%,2.23%,1.91%,-206.73bpm
liabilities / sales_ps,2012-2017,790.0,1850.0,-2.16M,-0.43,-0.58,-4.39%,17.97%,2.47%,-35.33bpm
SGA_expense / liabilities,2012,815.0,1293.0,-414K,-1.07,-1.34,-5.27%,4.54%,3.34%,-31.26bpm
SGA_expense / liabilities,2013,813.0,1301.0,168K,0.23,0.19,1.68%,2.84%,2.46%,13.55bpm
SGA_expense / liabilities,2014,792.0,1283.0,-634K,-0.75,-1.1,-6.34%,8.50%,2.91%,-43.20bpm
SGA_expense / liabilities,2015,795.0,1274.0,-252K,-0.31,-0.29,-2.52%,3.32%,2.76%,-18.13bpm
SGA_expense / liabilities,2016,849.0,1345.0,166K,0.2,0.17,1.66%,5.15%,2.34%,14.12bpm
SGA_expense / liabilities,2017,835.0,1345.0,147K,1.82,4.59,10.88%,0.49%,1.71%,126.03bpm
SGA_expense / liabilities,2012-2017,813.0,1301.0,-819K,-0.22,-0.17,-1.67%,12.57%,2.71%,-12.20bpm
liabilities / SGA_expense,2012,824.0,1282.0,-456K,-1.15,-1.49,-5.80%,2.96%,3.48%,-33.10bpm
liabilities / SGA_expense,2013,836.0,1277.0,183K,0.41,0.31,1.83%,2.39%,3.25%,11.13bpm
liabilities / SGA_expense,2014,814.0,1259.0,-821K,-1.32,-2.18,-8.21%,4.26%,3.00%,-54.39bpm
liabilities / SGA_expense,2015,814.0,1254.0,-373K,-0.59,-0.57,-3.73%,3.73%,4.00%,-18.51bpm
liabilities / SGA_expense,2016,861.0,1332.0,-325K,-0.34,-0.33,-3.25%,3.56%,3.45%,-18.67bpm
liabilities / SGA_expense,2017,865.0,1316.0,58.8K,1.61,2.53,4.35%,0.25%,1.76%,49.08bpm
liabilities / SGA_expense,2012-2017,831.0,1282.0,-1.73M,-0.54,-0.55,-3.52%,10.62%,3.39%,-20.64bpm
working_capital / liabilities,2012,748.0,1371.0,-309K,-0.9,-0.93,-3.93%,3.80%,3.71%,-20.99bpm
working_capital / liabilities,2013,760.0,1358.0,-20.4K,-0.03,-0.01,-0.20%,3.53%,3.24%,-1.25bpm
working_capital / liabilities,2014,760.0,1348.0,-709K,-0.81,-1.15,-7.09%,7.32%,3.48%,-40.45bpm
working_capital / liabilities,2015,744.0,1323.0,-740K,-0.79,-1.11,-7.40%,6.39%,3.74%,-39.25bpm
working_capital / liabilities,2016,762.0,1273.0,-1.01M,-1.14,-1.97,-10.12%,6.24%,3.39%,-59.16bpm
working_capital / liabilities,2017,768.0,1260.0,12.3K,0.17,0.12,0.91%,0.64%,1.88%,9.57bpm
working_capital / liabilities,2012-2017,755.0,1331.0,-2.78M,-0.72,-0.91,-5.64%,16.79%,3.46%,-32.37bpm
liabilities / working_capital,2012,888.0,1231.0,-459K,-1.09,-1.12,-5.85%,4.08%,5.58%,-20.78bpm
liabilities / working_capital,2013,933.0,1184.0,-552K,-0.76,-0.78,-5.52%,7.22%,5.25%,-20.87bpm
liabilities / working_capital,2014,941.0,1166.0,-149K,-0.18,-0.1,-1.49%,4.10%,5.40%,-5.46bpm
liabilities / working_capital,2015,928.0,1139.0,434K,0.55,0.47,4.34%,1.84%,5.91%,14.56bpm
liabilities / working_capital,2016,924.0,1111.0,1.90M,1.56,3.03,18.98%,5.53%,5.01%,75.18bpm
liabilities / working_capital,2017,843.0,1184.0,-141K,-1.91,-3.1,-10.42%,1.46%,3.97%,-52.09bpm
liabilities / working_capital,2012-2017,922.0,1164.0,1.03M,0.25,0.15,2.10%,8.04%,5.39%,7.72bpm
operating_expense / liabilities_curr,2012,915.0,1198.0,697K,2.0,3.01,8.88%,1.64%,3.89%,45.27bpm
operating_expense / liabilities_curr,2013,920.0,1189.0,219K,0.59,0.5,2.19%,1.07%,3.10%,14.00bpm
operating_expense / liabilities_curr,2014,917.0,1186.0,-140K,-0.3,-0.2,-1.40%,4.10%,3.29%,-8.44bpm
operating_expense / liabilities_curr,2015,901.0,1160.0,267K,0.56,0.49,2.67%,1.88%,3.46%,15.31bpm
operating_expense / liabilities_curr,2016,881.0,1150.0,734K,1.44,2.23,7.34%,1.51%,3.06%,47.63bpm
operating_expense / liabilities_curr,2017,874.0,1152.0,-221K,-4.21,-12.57,-16.40%,0.99%,1.84%,-176.85bpm
operating_expense / liabilities_curr,2012-2017,906.0,1175.0,1.56M,0.69,0.68,3.16%,4.10%,3.30%,19.03bpm
liabilities_curr / operating_expense,2012,844.0,1267.0,-259K,-0.6,-0.55,-3.30%,3.15%,3.92%,-16.71bpm
liabilities_curr / operating_expense,2013,838.0,1270.0,-707K,-1.23,-1.84,-7.07%,6.25%,3.18%,-44.13bpm
liabilities_curr / operating_expense,2014,822.0,1281.0,-126K,-0.18,-0.12,-1.26%,3.63%,3.00%,-8.31bpm
liabilities_curr / operating_expense,2015,809.0,1252.0,68.2K,0.13,0.06,0.68%,2.85%,3.31%,4.09bpm
liabilities_curr / operating_expense,2016,818.0,1212.0,-1.60M,-2.14,-4.96,-16.02%,8.71%,2.98%,-106.58bpm
liabilities_curr / operating_expense,2017,782.0,1244.0,-73.8K,-1.12,-2.02,-5.47%,1.04%,1.67%,-65.00bpm
liabilities_curr / operating_expense,2012-2017,824.0,1256.0,-2.70M,-0.88,-1.14,-5.49%,14.26%,3.21%,-33.95bpm
operating_income / liabilities_curr,2012,974.0,1140.0,248K,0.51,0.42,3.16%,3.41%,4.77%,13.17bpm
operating_income / liabilities_curr,2013,993.0,1116.0,542K,0.69,0.8,5.42%,3.19%,4.04%,26.61bpm
operating_income / liabilities_curr,2014,1020.0,1083.0,-375K,-0.34,-0.3,-3.75%,10.54%,4.98%,-14.95bpm
operating_income / liabilities_curr,2015,983.0,1077.0,1.85M,1.44,2.14,18.55%,3.91%,8.35%,44.05bpm
operating_income / liabilities_curr,2016,984.0,1047.0,267K,0.24,0.2,2.67%,10.04%,3.92%,13.53bpm
operating_income / liabilities_curr,2017,995.0,1031.0,-210K,-2.53,-7.34,-15.60%,1.79%,1.86%,-166.53bpm
